Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Serrated CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC,Conventional CRC
4.66106548,6.091699834,4.66106548,3.722466024,7.232660757,4.357552005,5.296457407,4.807354922,5.213347282,4.112700133,4,4.399171094,4.185866545,3.523561956,4.017921908,3.321928095,3.321928095,3.700439718,3.350497247,3.560714954,3.632268215,5.236492618,3.765534746,3.321928095,3.472487771,5.026800059,6.731997787,3.99095486,3.510961919,4.925999419,3.321928095,5.244125943,6.09592442,3.510961919,5.061776198,5.860466259,3.897240426
7.338067798,7.162894799,8.587590019,5.5360529,6.942514505,8.512147859,8.00506308,7.04220656,6.116863758,6.046578367,7.531381461,5.54225805,6.733354341,5.972692654,7.846744023,5.809928866,5.121015401,7.032321287,7.530601415,5.28169825,7.988684687,5.133399125,6.369815424,5.778734244,7.09592442,7.148730779,7.653919873,6.100136671,7.154818109,6.321928095,6.692092375,6.348728154,8.06608919,7.011227255,7.464341533,7.618385502,7.815063017
4.153805336,3.321928095,3.321928095,3.321928095,3.754887502,3.321928095,3.666756592,4.902073579,3.64385619,5.970393538,5.224966365,5.680886921,3.944858446,5.100136671,5.495055528,3.321928095,3.321928095,3.744161096,4.112700133,3.459431619,5.040015679,5.520422249,3.321928095,3.321928095,5.40599236,5.057450272,5.289096702,4.044394119,6.432959407,3.321928095,3.321928095,6.177917792,5.66106548,4.185866545,5.632268215,4.292781749,3.906890596
4.66106548,4.432959407,4.968090752,4.722466024,4.981852653,5.205548911,6.327328083,5.523561956,3.321928095,3.321928095,5.017921908,3.321928095,4.137503524,3.321928095,5.285402219,4.655351829,5.061776198,5.694880193,4.399171094,3.321928095,5.004501392,4.498250868,5.523561956,4.827819025,5.185866545,3.321928095,4.62058641,6.037821465,4.504620392,4.548436625,5.129283017,3.321928095,5.545350645,3.560714954,5.880195729,5.416164165,5.388878339
5.703211467,3.321928095,5.566815154,5.845490051,6.888743249,6.110613806,3.827819025,3.321928095,3.608809243,3.733354341,6.924812504,4.247927513,5.329123596,6.74819285,6.279842694,5.64096791,3.887525271,6.909293086,5.842978832,6.465974465,6.865423978,3.837943242,5.963474124,6.429615964,7.023477152,6.662490364,6.976134473,6.548436625,7.218199944,7.195741293,6.424586226,5.719731057,4.177917792,6.549977143,6.832890014,6.449561375,5.968090752
4.121015401,4.958842675,4.314696526,6.966937979,3.321928095,5.523561956,4.087462841,3.321928095,5.292781749,3.321928095,5.752213368,3.321928095,3.498250868,5.82527683,5.539158811,4.754887502,3.857980995,4.03562391,3.321928095,5.031218731,3.548436625,3.392317423,3.336283388,5.626439137,3.392317423,3.472487771,4.892391026,4.026800059,4.842978832,5.048759312,5.074676686,3.847996907,7.393175914,5.822730148,3.378511623,4.504620392,3.560714954
5.247927513,6.024585638,5.532940288,4.247927513,5.459431619,5.057450272,6.426264755,3.321928095,3.321928095,3.722466024,3.321928095,3.754887502,5.217230716,3.321928095,5.307428525,3.321928095,3.321928095,4.906890596,3.321928095,3.321928095,4.694880193,4.776103988,4.292781749,4.626439137,6.074676686,5.004501392,6.173926932,5.053111336,5.64096791,5.623515741,5.251719093,5.236492618,5.762880293,4.510961919,6.452858965,6.181897643,3.321928095
5.213347282,6.439623138,5.532940288,5.296457407,7.616181231,4.666756592,5.336283388,3.548436625,6.897240426,4.078951341,5.209453366,4.584962501,3.321928095,7.648896806,5.672425342,4.087462841,3.935459748,5.185866545,5.321928095,5.189824559,5.649615459,4.432959407,6.454504938,4.797012978,5.255500733,6.686500527,6.694880193,5.875288598,6.787902559,6.129283017,5.727920455,6.865423978,3.321928095,3.321928095,4.765534746,5.575917361,5.809928866
3.744161096,3.321928095,6.429615964,3.321928095,5.517275693,4.177917792,4.590961241,3.321928095,3.321928095,3.321928095,3.321928095,3.321928095,3.321928095,4.121015401,3.321928095,3.321928095,3.321928095,6.195741293,3.321928095,7.101187815,3.632268215,3.321928095,7.711494907,5.292781749,5.385431037,3.666756592,3.321928095,8.211401637,3.321928095,4.350497247,3.321928095,3.321928095,5.754887502,3.321928095,4.892391026,3.321928095,4.548436625
6.394033895,5.892391026,6.232660757,7.397460726,6.723831566,7.630813152,5.057450272,6.938991439,7.555356039,5.865423978,4.112700133,7.449561375,6.246027981,8.477758266,3.906890596,6.862947248,5.672425342,4.343407822,4.554588852,6.862947248,4.649615459,6.948367232,4.958842675,4.350497247,4.986410935,5.860466259,7.578938713,5.289096702,6.942514505,8.069315495,4.963474124,7.439623138,6.733354341,4.026800059,6.093813673,7.43629512,5.944858446
6.723831566,7.8008999,7.719731057,6.974988112,6.689299161,6.061776198,10.03066714,8.215775653,8.125155131,7.77280941,9.023199897,6.613236955,8.697662633,9.006746832,6.671010241,8.723148957,8.957392293,8.215290306,8.644937806,6.242221395,9.083479327,9.955068644,8.240791332,9.079484784,6.074676686,9.722636788,7.473299871,5.40599236,8.595070954,8.144148367,8.727920455,8.187846909,8.393604969,8.596562497,8.795065583,8.529040056,8.220136447
4.817623258,5.599912842,5.599912842,3.321928095,5.87036472,6.442943496,7.186857067,3.321928095,3.321928095,3.321928095,4.678071905,3.510961919,3.321928095,3.321928095,6.30560579,3.321928095,3.321928095,3.321928095,4.10433666,3.321928095,6.942514505,3.321928095,3.321928095,5.197708158,6.417852515,4.277984747,3.321928095,3.321928095,4.217230716,4.832890014,5.482202926,3.321928095,6.339850003,3.321928095,7.8899602,6.776103988,5.270528942
7.803485376,7.424586226,5.185866545,4.426264755,6.412781525,5.247927513,9.026246773,6.169925001,8.899356923,6.813781191,3.321928095,7.79246496,6.852997588,5.961160258,3.655351829,8.482202926,7.054197294,5.887525271,5.364572432,3.944858446,5.357552005,5.551516018,6.050936965,6.057450272,4.329123596,5.236492618,5.482202926,3.321928095,5.141596278,8.592083234,5.153805336,6.277984747,4.478971805,6.942514505,5.548436625,4.554588852,7.800252806
4.224966365,5.749534268,5.61176256,4.672425342,4.700439718,5.744161096,6.426264755,5.857980995,5.64096791,4.343407822,4.201633861,3.548436625,6.399171094,4.491853096,3.321928095,5.255500733,3.608809243,3.906890596,5.439623138,3.321928095,5.053111336,5.678071905,4.602884409,5.48864354,4.822730148,5.882643049,5.332707934,4.935459748,5.121015401,4.944858446,3.632268215,5.495055528,5.274261661,5.584962501,4.137503524,3.392317423,4.921245889
6.701826258,6.619119511,5.517275693,4.738767837,6.509379149,6.689299161,6.918863237,3.857980995,5.786596362,5.240314329,5.478971805,6.680886921,6.726558779,5.343407822,4.958842675,6.599912842,3.963474124,4.560714954,6.400879436,5.669593751,5.350497247,5.307428525,3.321928095,5.50779464,4.357552005,5.867896464,7.275193334,5.346956889,4.087462841,6.026800059,4.822730148,6.669593751,6.063934306,3.523561956,6.378511623,5.972692654,5.768184325
4.419538892,4.867896464,3.459431619,3.40599236,6.074676686,6.424586226,4.64385619,3.776103988,3.321928095,3.321928095,3.64385619,5.314696526,4.137503524,3.321928095,3.666756592,4.678071905,4,4.078951341,4.822730148,4.336283388,4.596935142,3.321928095,3.733354341,4.705977902,5.116863758,3.689299161,6.199672345,4.426264755,3.523561956,5.06608919,4.40599236,5.274261661,5.332707934,3.321928095,5.350497247,4.944858446,3.897240426
5.197708158,3.321928095,3.321928095,4.44625623,4.694880193,5.462706751,6.133399125,6.937815169,6.268658955,6.046578367,6.311067102,7.146695948,5.949534933,4.807354922,6.534497434,6.348728154,6.501439145,5.933100475,6.474111514,6.422905743,6.409390936,6.933100475,6.966937979,7.14974712,3.321928095,6.941341105,6.914086097,7.627169061,7.068240861,5.526694846,5.935459748,5.40599236,5.719731057,6.050936965,7.100136671,6.984133595,5.762880293
3.321928095,5.221103725,3.321928095,5.532940288,3.321928095,3.321928095,3.321928095,4.169925001,5.608809243,5.730639956,3.321928095,5.584962501,3.321928095,3.321928095,3.321928095,5.714245518,3.321928095,3.847996907,6.642412773,6.87774425,4.523561956,3.321928095,5.885086225,3.321928095,3.321928095,3.321928095,3.321928095,4.40599236,3.321928095,3.321928095,4.371558863,3.935459748,4.608809243,3.321928095,3.321928095,3.321928095,6.876516947
3.321928095,5.700439718,5.906890596,4.733354341,4.590961241,5.061776198,3.523561956,5.325530332,3.722466024,3.321928095,4.87282876,3.321928095,5.837943242,4.240314329,5.336283388,4.963474124,3.321928095,6.605849867,5.956521363,3.321928095,5.686500527,5.672425342,3.321928095,5.958842675,3.321928095,5.937815169,5.232660757,3.321928095,3.700439718,3.776103988,3.321928095,3.321928095,5.867896464,5.28169825,5.031218731,6.078951341,3.321928095
6.300123725,5.705977902,4.765534746,6.083213368,6.21916852,5.95419631,4.129283017,5.649615459,5.381975479,5.517275693,6.493455201,3.847996907,4.412781525,5.727920455,3.944858446,5.930737338,3.689299161,6.385431037,5.232660757,6.21916852,4.596935142,6.159871337,4.378511623,5.995484519,5.62935662,3.321928095,5.354028938,6.247927513,5.133399125,5.970393538,5.608809243,4.026800059,5.329123596,4.54225805,3.321928095,5.799605422,6.645298164
3.419538892,6.593951284,7.486231678,3.321928095,5.28169825,6.261154673,4.459431619,3.321928095,3.321928095,3.321928095,3.350497247,4.491853096,3.459431619,3.321928095,5.64096791,3.321928095,8.110091752,5.388878339,3.472487771,7.404290064,3.321928095,5.686500527,3.321928095,6.175923742,6.388878339,3.321928095,3.459431619,3.321928095,3.321928095,3.321928095,6.195741293,3.321928095,3.321928095,4.145677455,3.321928095,6.716990894,3.5360529
6.165911939,7.90147032,7.805421446,8.760220946,7.559950613,7.128252152,7.581200582,7.667466405,6.668175869,6.383704292,7.830356747,7.941341105,5.378511623,7.300123725,7.728600811,5.201633861,6.777419716,6.652486495,6.339850003,7.808642468,7.479780264,5.933100475,7.386293635,7.698357406,8.160879862,8.206526016,6.733354341,7.749534268,7.215290306,6.944858446,6.770829046,5.646738698,8.177419538,7.920650595,7.427941333,8.485829309,9.14363831
9.869902243,8.439623138,8.55688919,6.697662633,9.083745237,5.197708158,5.236492618,7.787249608,3.321928095,5.173926932,8.291400959,3.847996907,3.321928095,8.818262608,6.145677455,7.449561375,7.034523875,4.432959407,6.568336182,4.343407822,4.935459748,5.850499414,3.321928095,8.245077275,11.22568946,7.775445674,9.747521673,6.03562391,5.108524457,5.157852169,10.2701785,9.453682186,8.741804025,7.260213887,5.087462841,3.472487771,3.472487771
7.302867361,5.8899602,6.392317423,5.911691582,7.014578465,6.390598906,6.762880293,5.06608919,6.577428828,6.09592442,5.572889668,7.666046429,7.163901214,8.579693063,6.963474124,5.419538892,4.887525271,4.285402219,6.236492618,4.169925001,6.257387843,6.283551423,3.321928095,6.655351829,6.793115555,5.336283388,5.43629512,4.560714954,6.977279923,7.217230716,5.112700133,6.58345891,5.332707934,7.287250643,6.87282876,5.469234794,7.28169825
4.572889668,5.478971805,4.87282876,3.378511623,5.336283388,5.797012978,4.201633861,5.649615459,4.995484519,5.165911939,5.368069877,3.867896464,6.139551352,3.95419631,5.040015679,5.899659026,6.738767837,4.452858965,5.832890014,4.727920455,4.733354341,5.429615964,4.485426827,5.070389328,3.321928095,3.523561956,4.392317423,3.321928095,5.599912842,4.392317423,4.478971805,5.263034406,4.916476644,3.321928095,5.617651119,5.017921908,3.321928095
4.240314329,6.183883459,6.665335917,5.984133595,4.371558863,4.177917792,5.62935662,5.129283017,4.053111336,4.121015401,4.459431619,3.321928095,4.608809243,4.529820947,4.916476644,4.087462841,3.87774425,4.044394119,4.608809243,4.968090752,4.277984747,4.649615459,3.321928095,5.375039431,4.070389328,3.432959407,3.711494907,5.311067102,3.336283388,4.314696526,6.191799501,5.125155131,5.153805336,5.008988783,3.321928095,4.95419631,3.678071905
5.526694846,6.112700133,4.44625623,4.632268215,5.850499414,6.332707934,6.074676686,4.185866545,3.897240426,6.48864354,3.786596362,6.171927354,5.375039431,5.575917361,4.44625623,5.804776378,6.551516018,5.584962501,5.311067102,5.596935142,3.754887502,5.456149035,4.399171094,6.063934306,4.321928095,5.193771743,6.539158811,6.112700133,4.459431619,5.361066489,5.498250868,3.321928095,4.053111336,5.64096791,5.343407822,6.22881869,3.867896464
9.020979939,9.175674292,8.767191303,11.90531178,10.38262403,6.40599236,8.514516816,6.781359714,3.321928095,6.923624611,6.523561956,7.038918989,3.321928095,10.63762111,8.083213368,4.95419631,6.521992956,5.865423978,3.321928095,6.089582893,5.617651119,8.755555262,4.62058641,5.809928866,8.001689668,7.260213887,4.161887682,8.740118043,4.797012978,5.28169825,4.64385619,8.740792672,3.321928095,6.044394119,3.321928095,8.497053445,4.343407822
5.880195729,6.74281467,4.209453366,5.899659026,4.201633861,4.517275693,5.995484519,4.40599236,5.277984747,5.321928095,3.321928095,5.449561375,3.321928095,3.321928095,6.562242424,6.387155718,4.277984747,3.321928095,6.947198584,3.847996907,3.472487771,5.82527683,3.632268215,3.321928095,4.432959407,4.523561956,5.289096702,3.321928095,4.292781749,3.321928095,4.504620392,3.485426827,4.465974465,6.623515741,3.99095486,5.51412226,4.66106548
4.44625623,5.141596278,4.371558863,4.548436625,4.64385619,5.865423978,5.984133595,3.548436625,3.321928095,3.336283388,3.632268215,4.137503524,3.321928095,3.321928095,5.048759312,3.321928095,3.321928095,5.462706751,3.321928095,4.921245889,3.321928095,4.232660757,3.321928095,3.321928095,3.321928095,3.321928095,6.294620749,4.523561956,3.321928095,4.329123596,7.240314329,3.321928095,5.887525271,5.193771743,3.321928095,3.99095486,3.321928095
7.38024459,6.263034406,6.029011087,7.622051819,6.961160258,7.036723106,5.741466986,6.078951341,6.993221467,6.426264755,5.587964989,7.703211467,6.756222713,5.974988112,6.598424761,4.66106548,3.797012978,4.705977902,7.113742166,6.063934306,5.545350645,3.596935142,6.022367813,6.346956889,7.969818186,6.421223299,5.048759312,7.980710829,5.108524457,6.776103988,3.981852653,5.757556689,5.968090752,7.107478647,5.968090752,5.057450272,5.193771743
5.626439137,3.837943242,4.504620392,3.321928095,5.875288598,6.226893814,3.827819025,3.321928095,6.948367232,6.223036338,4.432959407,7.135452784,5.83541884,5.9795681,5.236492618,5.554588852,3.321928095,4.560714954,5.422905743,3.321928095,6.09592442,4.94016675,3.548436625,3.548436625,3.700439718,5.074676686,5.50779464,3.321928095,5.904484098,5.817623258,3.321928095,5.501439145,6.114783447,5.173926932,5.501439145,5.432959407,6.354028938
8.111657346,7.40599236,7.46515823,8.71630504,7.838573653,8.339850003,6.274261661,7.642412773,6.948367232,5.797012978,6.962317655,7.0725346,3.321928095,7.170926525,6.918863237,6.613236955,6.94016675,6.849248703,7.601399391,5.50779464,6.782670659,6.753551055,5.867896464,5.778734244,8.025139562,3.321928095,7.315602457,5.044394119,7.539934245,6.359310317,6.844234988,6.613236955,7.834154981,7.419538892,7.155830172,5.736063628,6.754887502
3.847996907,5.683696454,6.059614856,3.40599236,5.958842675,6.371558863,6.619119511,7.057450272,3.321928095,3.321928095,5.145677455,3.321928095,3.321928095,3.321928095,5.289096702,3.321928095,3.350497247,4.255500733,7.303780748,3.321928095,6.153805336,5.5360529,3.655351829,5.09592442,4.40599236,7.646018611,5.880195729,3.321928095,5.862947248,5.566815154,4.572889668,4.432959407,6.62058641,4.87774425,7.250772132,6.447909749,4.185866545
3.321928095,5.638073837,4.897240426,7.590961241,5.50779464,3.754887502,5.100136671,5.026800059,4.754887502,3.817623258,4.277984747,3.321928095,3.99095486,4.925999419,5.008988783,4.307428525,6.675251386,5.700439718,4.061776198,6.715618859,5.116863758,4.797012978,5.840463234,5.575917361,5.885086225,4.754887502,5.244125943,5.368069877,5.129283017,3.523561956,7.555356039,4.566815154,3.432959407,5.197708158,3.321928095,3.321928095,7.222070355
5.921245889,6.276124405,5.812498225,4.935459748,6.364572432,5.865423978,6.599912842,3.321928095,5.491853096,5.177917792,3.321928095,4.897240426,5.899659026,3.321928095,3.548436625,5.666756592,6.006746832,5.5360529,3.5360529,3.321928095,3.44625623,5.686500527,4.185866545,3.711494907,4.857980995,5.781359714,6.937815169,5.719731057,3.632268215,3.321928095,5.137503524,5.599912842,5.970393538,4.972692654,6.137503524,6.191799501,3.392317423
6.070389328,5.862947248,3.981852653,6.123086751,4.566815154,5.307428525,3.321928095,5.325530332,5.03562391,5,5.832890014,4.478971805,5.575917361,4.392317423,4.300123725,3.916476644,5.554588852,4.802193217,4.963474124,6.572889668,3.321928095,3.321928095,4.578938713,4.711494907,3.472487771,5.361066489,4.371558863,5.672425342,5.189824559,6.033423002,5.177917792,4.655351829,4.95419631,4.852997588,4.510961919,3.689299161,5.672425342
5.776103988,3.972692654,5.332707934,5.221103725,5.608809243,4.700439718,3.419538892,5.083213368,5.01346226,4.906890596,5.385431037,3.498250868,3.837943242,5.64385619,5.892391026,5.974988112,3.548436625,3.364572432,5.296457407,4.672425342,4.857980995,4.578938713,4.432959407,5.847996907,6.264911693,5.078951341,5.857980995,4.94016675,5.632268215,5.381975479,5.64096791,5.635173947,3.963474124,4.070389328,6.017921908,3.321928095,4.554588852
4.343407822,5.532940288,3.321928095,5.217230716,3.321928095,5.378511623,4.744161096,4,6.203592714,5.314696526,3.689299161,4.392317423,5.357552005,4.364572432,3.321928095,3.867896464,5.462706751,5.22881869,3.847996907,5.44625623,5.108524457,5.368069877,4.87282876,3.916476644,4.733354341,5.296457407,3.867896464,4.832890014,3.321928095,5.100136671,3.655351829,4.812498225,5.026800059,5.165911939,5.399171094,5.017921908,3.321928095
4.94016675,5.830356747,5.551516018,5.274261661,5.048759312,6.112700133,6.462706751,5.54225805,3.321928095,6.325530332,3.847996907,4.240314329,6.357552005,5.840463234,5.765534746,5.51412226,6.123086751,6.21916852,4.161887682,5.593951284,4.017921908,5.314696526,6.173926932,5.43629512,5.997744026,6.193771743,3.321928095,5.680886921,5.061776198,5.478971805,5.733354341,4.307428525,4.911691582,6.011227255,5.343407822,6.261154673,6.257387843
7.94016675,6.421223299,6.346956889,7.23935985,5.711494907,6.249824549,5.040015679,6.171927354,4.517275693,6.277984747,6.191799501,4.770829046,6.669593751,7.789859641,6.48058827,6.537606691,4.760220946,6.856736756,6.177917792,7.223036338,6.414473836,4.54225805,5.255500733,5.807354922,7.277054876,7.040015679,7.36018867,6.057450272,6.601399391,5.64096791,7.112700133,6.553053253,5.820178962,7.808642468,7.263973355,4.371558863,6.778734244
6.627898616,5.361066489,6.23457796,7.332707934,5.933100475,6.738767837,6.837943242,6.224966365,6.941341105,3.432959407,5.236492618,7.683696454,7.494255587,4.64385619,6.121015401,3.867896464,3.897240426,6.116863758,5.99095486,6.988684687,3.321928095,7.05202456,5.01346226,5.09592442,6.14974712,5.904484098,4.754887502,7.01346226,3.321928095,3.321928095,4.867896464,6.574404309,5.371558863,7.399171094,3.722466024,3.321928095,6.768184325
5.022367813,3.321928095,4.321928095,5.247927513,3.321928095,4.078951341,5.236492618,4.452858965,4.87774425,4.906890596,5.66106548,3.321928095,3.321928095,5.472487771,3.916476644,5.491853096,3.321928095,3.40599236,5.251719093,5.091699834,5.169925001,4.357552005,4.655351829,5.048759312,5.965784285,3.321928095,5.112700133,3.321928095,5.165911939,5.189824559,4.566815154,3.321928095,5.498250868,5.961160258,5.54225805,5.697662633,4.62058641
4.683696454,4.336283388,6.129283017,4.350497247,7.364572432,7.038918989,4.62058641,3.378511623,4.277984747,4.791814071,6.059614856,5.752213368,5.141596278,5.197708158,7.725877459,4.566815154,3.981852653,4.478971805,3.321928095,4.044394119,7.752213368,3.459431619,3.321928095,3.754887502,8.220620167,5.498250868,3.321928095,3.432959407,4.842978832,4,3.321928095,6.851749041,4.153805336,4.949534933,3.321928095,3.321928095,3.321928095
4.977279923,4.584962501,5.997744026,4.678071905,6.791814071,7.353146825,4.217230716,4.161887682,3.963474124,5.026800059,7.181897643,4.070389328,3.321928095,6.442943496,8.032321287,3.797012978,4.201633861,4.121015401,3.689299161,3.765534746,7.84862294,3.584962501,5.442943496,4.357552005,7.8899602,6.409390936,5.343407822,4.452858965,5.116863758,4.40599236,3.596935142,6.694880193,3.321928095,3.608809243,4.887525271,3.321928095,4.343407822
6.924812504,8.060155495,6.794415866,7.176921112,7.265849421,6.859224162,5.875288598,7.980139578,7.614709844,6.452858965,6.616181231,6.74281467,6.264911693,7.877130729,4.963474124,5.714245518,6.23457796,5.419538892,5.842978832,6.874059203,7.008988783,3.321928095,8.884170519,6.687900522,6.23457796,6.17990909,7.530601415,7.73809226,5.799605422,8.053111336,6.54225805,6.563768278,6.167919866,3.925999419,6.8899602,4.385431037,7.721099189
4.329123596,4.529820947,4.95419631,3.321928095,4.827819025,5.141596278,4.300123725,3.321928095,4.554588852,5.209453366,4.906890596,3.572889668,4.949534933,4.270528942,5.614709844,3.321928095,3.321928095,4.03562391,3.99095486,5,5.399171094,4.722466024,5.321928095,5.004501392,5.87774425,4.566815154,4.958842675,3.321928095,3.321928095,4.426264755,4.981852653,4.44625623,5.778734244,4.711494907,4.590961241,3.62058641,5.716990894
5.815063017,5.942514505,6.183883459,5.741466986,5.760220946,4.112700133,6.642412773,6.836681593,3.963474124,5.722466024,6.145677455,6.341630009,5.388878339,6.339850003,5.744161096,4.963474124,6.246027981,6.917670434,3.744161096,5.263034406,4.916476644,6.276124405,4.357552005,7.025693274,6.762880293,6.87036472,6.0725346,7.224001674,3.807354922,6.864186145,5.842978832,5.87036472,6.493455201,6.649615459,6.817623258,6.129283017,5.768184325
5.765534746,4.812498225,6.562242424,4.882643049,6.320123598,6.050936965,5.727920455,5.43629512,6.526694846,6.311067102,8.258330473,6.829088444,6.852997588,6.296457407,6.217230716,5.193771743,5.736063628,7.129283017,8.437960088,9.542644987,6.602884409,5.714245518,6.927185358,6.649615459,5.827819025,5.683696454,5.048759312,5.997744026,6.447909749,5.078951341,10.61010206,6.454504938,6.181897643,6.226893814,6.491853096,6.927185358,8.306061689
5.485426827,5.504620392,6.09592442,3.321928095,5.725195817,4.44625623,4.523561956,3.321928095,5.904484098,3.321928095,4.87282876,4.87282876,5.918863237,6.387155718,3.321928095,6.157852169,3.40599236,3.572889668,4.491853096,6.169925001,5.412781525,4.321928095,3.786596362,6.818901676,4.224966365,5.416164165,6.584962501,5.498250868,6.64096791,4.716990894,6.696272084,5.658211483,6.493455201,5.649615459,4.906890596,4.419538892,4.247927513
8.424586226,8.125155131,7.611024797,5.791814071,8.929554316,9.001971088,9.348506865,8.651051691,6.607330314,7.776103988,8.975561406,7.033423002,8.862327401,5.850499414,8.756556323,6.595443985,5.937815169,8.599540966,7.696272084,6.289096702,9.10433666,7.082149041,7.186857067,7.648896806,9.55516428,7.644577357,6.159871337,5.899659026,8.136478518,8.855491443,8.74348804,7.453682186,8.618385502,8.384136172,9.218684313,10.24174486,8.984988019
4.177917792,5.091699834,5.719731057,4.078951341,4.224966365,5.137503524,5.937815169,5.048759312,3.419538892,4.385431037,4.44625623,4.727920455,6.378511623,3.336283388,4.026800059,5.914086097,4.852997588,4.760220946,5.730639956,3.321928095,5.778734244,5.321928095,5.652486495,5.700439718,5.03562391,6.665335917,5.875288598,4.802193217,4.711494907,3.548436625,3.364572432,5.857980995,4.857980995,5.307428525,4.44625623,6.318316841,5.274261661
6.781359714,7.631540867,6.352264173,6.729280846,6.091699834,6.787902559,7.491853096,9.435878577,8.008988783,8.749869427,8.570235215,8.754219433,8.724854875,5.50779464,6.246027981,8.478567406,9.34029521,10.08214904,10.22436351,8.093285504,8.862017377,9.329572126,9.051208941,8.485024233,3.510961919,7.569855608,5.730639956,6.613236955,8.01346226,4.153805336,8.390168956,10.17692111,6.934280594,7.906289347,8.878050913,8.73809226,8.924515622
4.738767837,4.314696526,4.977279923,4.935459748,5.532940288,5.255500733,6.076815597,8.423326047,6.429615964,6.560714954,6.74819285,6.737416366,6.232660757,3.897240426,5.357552005,6.434628228,8.04220656,8.130313146,8.871905238,6.928370323,7.387155718,7.390598906,7.169925001,6.62058641,3.321928095,5.357552005,4.193771743,5.8899602,6.451211112,3.321928095,7.048759312,8.871289228,5.575917361,5.930737338,7.230741003,7.335390355,7.504620392
5.395748328,5.48864354,4.842978832,5.14974712,5.501439145,6.616181231,5.94016675,3.432959407,5.251719093,5.296457407,5.66106548,3.321928095,4.017921908,4.350497247,6.577428828,6.189824559,4.232660757,5.469234794,6.456149035,6.61176256,5.388878339,5.87282876,6.070389328,6.029011087,5.560714954,5.193771743,5.840463234,4.263034406,3.321928095,5.388878339,6.300123725,5.5360529,6.087462841,5.746850183,6.762880293,6.549977143,6.614709844
6.834154981,4.744161096,6.726558779,7.102238194,5.860466259,5.50779464,5.251719093,5.224966365,4.584962501,5.736063628,7.320123598,3.321928095,4.517275693,7.118941073,5.141596278,3.321928095,4.517275693,3.459431619,3.722466024,4.797012978,5.61176256,5.388878339,3.321928095,5.602884409,6.055282436,4.145677455,3.321928095,8.754887502,6.881419908,5.121015401,4,4.727920455,6.024585638,5.10433666,5.350497247,5.680886921,5.560714954
5.551516018,5.727920455,3.321928095,6.195741293,3.321928095,4.504620392,4.432959407,5.251719093,5.157852169,4.716990894,3.321928095,6.201633861,5.812498225,3.321928095,6.10433666,4.201633861,5.289096702,4.03562391,5.658211483,4.749534268,5.686500527,5.43629512,5.781359714,3.350497247,6.085339669,5.004501392,3.350497247,7.931328485,5.259272487,4.300123725,6.017921908,4.986410935,4.867896464,6.753551055,5.614709844,5.529820947,3.321928095
4.504620392,4.786596362,4.887525271,3.321928095,3.321928095,3.350497247,4.958842675,4.193771743,4.459431619,5,3.666756592,5.026800059,3.963474124,5.368069877,5.300123725,4.817623258,5.809928866,5.087462841,5.332707934,3.321928095,5.236492618,4.655351829,5.812498225,4.62058641,5.205548911,3.321928095,4.485426827,4.5360529,5.314696526,4.432959407,4.744161096,5.189824559,4.385431037,4.498250868,3.321928095,3.744161096,4.977279923
5.697662633,6.015693807,3.321928095,5.06608919,5.517275693,6.048759312,3.321928095,5.614709844,6.416164165,6.137503524,6.465974465,4.791814071,4.371558863,5.491853096,5.357552005,6.261154673,4.842978832,3.485426827,4.897240426,5.885086225,7.152791852,6.914086097,5.850499414,6.671010241,5.984133595,3.321928095,5.357552005,4.786596362,4.371558863,5.602884409,4.963474124,5.862947248,3.321928095,6.112700133,6.057450272,5.965784285,4.44625623
7.527477006,6.754887502,7.466790238,8.182890893,8.009548727,5.918863237,6.213347282,6.996614715,3.392317423,5.705977902,6.392317423,4.797012978,5.217230716,5.409390936,6.671010241,4.491853096,7.486231678,7.656782364,6.427941333,8.080551077,4.385431037,5.22881869,4.129283017,6.217230716,6.834154981,3.321928095,6.729280846,7.886306263,6.478971805,7.578938713,6.251719093,5.137503524,3.632268215,5.329123596,4.371558863,3.321928095,5.388878339
4.529820947,6.135452784,7.084276911,3.321928095,4.560714954,7.426264755,8.582706527,7.551516018,3.321928095,4.292781749,7.016808288,4.66106548,3.392317423,3.321928095,7.798309782,4.112700133,5.173926932,6.984133595,8.74919903,4.892391026,6.063934306,3.485426827,3.827819025,6.247927513,7.572131751,4.145677455,3.321928095,4.044394119,6.705977902,6.894817763,5.28169825,3.754887502,6.766860144,6.87774425,5.566815154,6.240314329,6.244125943
